gid,cctv,light,log_pa,ep,fp,yp,nb
дь_65aa36ab,-0.5,-0.5,0.464362749,-0.343115124,-0.33122807,-0.323076923,1
дь_65aa36ba,-0.5,-0.5,0.464362749,-0.257336343,-0.296140351,-0.238461538,1
дь_65aa36bb,-0.5,-0.5,0.163818085,-0.343115124,-0.341052632,-0.323076923,0
дь_65aa38bb,-0.5,-0.5,0.724645848,-0.343115124,-0.341052632,-0.323076923,1
дь_65aa39ab,-0.5,-0.5,0.947401727,-0.239277652,-0.259649123,-0.230769231,10
дь_65aa39ba,0.5,0.5,1.172172492,0.009029345,-0.151578947,-0.184615385,22
дь_65aa39bb,-0.5,-0.5,1.128494663,-0.279909707,-0.290526316,-0.323076923,2
дь_65aa40aa,1.5,1.5,0.915890652,0.094808126,-0.094035088,-0.1,25
дь_65ab26ab,-0.5,-0.5,0.850578189,-0.027088036,-0.063157895,-0.223076923,2
дь_65ab26ba,0.5,0.5,0.850578189,-0.316027088,-0.317192982,-0.323076923,5
дь_65ab26bb,0,0,0.381172416,-0.076749436,0.190877193,-0.253846154,6
дь_65ab27aa,-0.5,-0.5,0.381172416,-0.343115124,-0.341052632,-0.323076923,1
дь_65ab27ab,0,0,0.446607051,0.06772009,-0.108070175,-0.223076923,29
дь_65ab27ba,1.5,1.5,-1.027222293,0.519187359,0.623157895,0.361538462,58
дь_65ab27bb,1,1,-1.027222293,0.148984199,0.56,-0.1,27
дь_65ab28aa,-0.5,-0.5,-1.027222293,0.853273138,0.74245614,0.423076923,16
дь_65ab28ab,0,0,-2.009915479,1.941309255,1.204210526,1.053846154,12
дь_65ab28ba,0,0,-0.432322562,0.203160271,0.461754386,1.1,8
дь_65ab28bb,0,0,-0.432322562,0.261851016,0.145964912,0.292307692,2
дь_65ab29aa,-0.5,-0.5,-0.102032726,0.180586907,0.138947368,0.192307692,7
дь_65ab29ab,-0.5,-0.5,0.134530893,-0.031602709,-0.103859649,-0.130769231,2
дь_65ab29ba,0.5,0.5,0.134530893,-0.171557562,-0.103859649,0.046153846,4
дь_65ab29bb,0.5,0.5,0.134530893,-0.23476298,-0.21754386,-0.123076923,1
дь_65ab30aa,0,0,-0.913793852,0.158013544,0.101052632,0.053846154,18
дь_65ab30ba,-0.5,-0.5,0.463734016,1.575620767,1.059649123,1.230769231,1
дь_65ab30bb,-0.5,-0.5,0.463734016,0.79006772,0.450526316,0.653846154,0
дь_65ab31ba,0,0,1.083837003,-0.148984199,-0.165614035,-0.107692308,0
дь_65ab31bb,2.5,2.5,1.083837003,-0.036117381,0.033684211,0.069230769,0
дь_65ab32aa,0,0,1.083837003,0.176072235,0.513684211,0.938461538,0
дь_65ab32ab,-0.5,-0.5,0.925052238,0.261851016,1.275789474,1.423076923,0
дь_65ab32ba,0.5,0.5,0.740030766,-0.103837472,0.070175439,0.246153846,0
дь_65ab32bb,0,0,0.740030766,0.293453725,0.404210526,0.184615385,0
дь_65ab33aa,0,0,0.740030766,0.027088036,0.200701754,0.207692308,0
дь_65ab33bb,0,0,0.297137231,-0.288939052,-0.089824561,-0.323076923,0
дь_65ab35aa,-0.5,-0.5,0.452984624,-0.343115124,-0.307368421,-0.276923077,2
дь_65ab35ab,-0.5,-0.5,0.452984624,-0.343115124,-0.329824561,-0.323076923,0
дь_65ab35ba,-0.5,-0.5,0.452984624,-0.293453725,-0.32,-0.323076923,1
дь_65ab35bb,0,0,0.700122794,-0.216704289,-0.252631579,-0.2,3
дь_65ab36aa,-0.5,-0.5,0.464362749,-0.343115124,-0.341052632,-0.323076923,0
дь_65ab36ab,-0.5,-0.5,0.464362749,-0.311512415,-0.332631579,-0.323076923,0
дь_65ab39bb,0,0,1.014505779,-0.343115124,-0.341052632,-0.323076923,0
дь_65ab40aa,-0.5,-0.5,0.915890652,-0.316027088,-0.324210526,-0.323076923,2
дь_65ba26ba,-0.5,-0.5,0.327143141,0.198645598,0.305964912,-0.123076923,4
дь_65ba26bb,0.5,0.5,0.381172416,0.06772009,0.060350877,-0.207692308,5
дь_65ba27aa,-0.5,-0.5,0.381172416,-0.194130926,-0.284912281,-0.323076923,11
дь_65ba27ab,1,1,0.089840704,1.133182844,0.735438596,0.284615385,83
дь_65ba27ba,0,0,-0.169602784,1.0248307,1.287017544,1.646153846,106
дь_65ba27bb,0.5,0.5,-0.169602784,0.568848758,0.524912281,0.776923077,36
дь_65ba28aa,0.5,0.5,-0.169602784,1.990970655,1.605614035,0.546153846,21
дь_65ba28ab,1.5,1.5,-0.01308524,3.124153499,1.37122807,0.369230769,16
дь_65ba28ba,-0.5,-0.5,0.501986675,0.112866817,0.049122807,0.169230769,9
дь_65ba29aa,2,2,0.168898536,0.121896163,0.10245614,-0.030769231,74
дь_65ba29ab,-0.5,-0.5,0.168898536,1.963882619,1.642105263,1.823076923,35
дь_65ba29ba,-0.5,-0.5,0.168898536,1.643340858,1.212631579,1.761538462,16
дь_65ba29bb,1,1,0.134530893,1.331828442,1.928421053,2.738461538,28
дь_65ba30aa,0,0,0.371563556,0.586907449,0.569824561,0.153846154,149
дь_65ba30ab,1.5,1.5,0.463734016,0.275395034,0.332631579,0.092307692,94
дь_65ba30ba,-0.5,-0.5,0.463734016,0.695259594,0.439298246,0.423076923,53
дь_65ba30bb,0,0,0.463734016,2.455981941,2.443508772,1.792307692,12
дь_65ba31aa,0,0,0.650761464,0.550790068,0.293333333,0.130769231,5
дь_65ba31ba,1,1,0.964699871,-0.266365688,-0.206315789,-0.215384615,1
дь_65ba31bb,2,2,0.964699871,-0.072234763,0.046315789,0.161538462,0
дь_65ba32aa,1,1,0.964699871,-0.081264108,0.053333333,0.269230769,0
дь_65ba32ab,0,0,0.67498321,0.392776524,1.068070175,2.207692308,0
дь_65ba32ba,-0.5,-0.5,0.67498321,-0.126410835,-0.012631579,0.307692308,0
дь_65ba33aa,1,1,0.662172376,-0.343115124,-0.087017544,-0.323076923,0
дь_65ba33ab,0,0,0.492865298,-0.343115124,-0.113684211,-0.323076923,0
дь_65ba33ba,0,0,0.297137231,-0.343115124,-0.341052632,-0.323076923,0
дь_65ba34aa,-0.5,-0.5,-0.742337425,-0.176072235,-0.081403509,0.284615385,0
дь_65ba34ab,-0.5,-0.5,-0.742337425,-0.311512415,-0.256842105,-0.176923077,0
дь_65ba34bb,-0.5,-0.5,0.043059489,-0.343115124,-0.341052632,-0.323076923,0
дь_65ba35aa,-0.5,-0.5,0.452984624,-0.121896163,-0.202105263,-0.184615385,15
дь_65ba35ab,0,0,0.679048256,-0.207674944,-0.223157895,-0.238461538,5
дь_65ba35ba,-0.5,-0.5,0.679048256,-0.311512415,-0.325614035,-0.323076923,0
дь_65ba36ba,0,0,0.574926549,-0.343115124,-0.341052632,-0.323076923,1
дь_65bb26ab,0,0,-0.031490667,1.137697517,0.93754386,1.346153846,18
дь_65bb26ba,0,0,-0.975510092,1.589164786,1.727719298,2.523076923,29
дь_65bb26bb,-0.5,-0.5,-0.975510092,0.361173815,0.496842105,0.746153846,6
дь_65bb27aa,-0.5,-0.5,-0.089924708,0.06772009,-0.070175439,-0.107692308,13
дь_65bb27ab,1,1,0.089840704,2.347629797,1.010526316,0.1,21
дь_65bb27ba,0.5,0.5,0.375005901,1.227990971,0.919298246,1.492307692,10
дь_65bb27bb,-0.5,-0.5,0.41078427,1.58013544,1.334736842,1.669230769,20
дь_65bb28aa,-0.5,-0.5,0.41078427,1.413092551,1.358596491,0.592307692,16
дь_65bb28ab,0.5,0.5,0.41078427,0.67268623,0.360701754,0.253846154,8
дь_65bb29aa,0,0,0.168898536,0.230248307,0.397192982,0.715384615,67
дь_65bb29ab,0.5,0.5,0.168898536,0.383747178,0.538947368,0.892307692,31
дь_65bb29ba,0,0,0.168898536,0.893905192,1.298245614,2.084615385,32
дь_65bb29bb,0,0,0.142367241,1.738148984,1.208421053,1.153846154,17
дь_65bb30aa,-0.5,-0.5,0.371563556,0.961625282,0.42245614,-0.046153846,78
дь_65bb30ab,0.5,0.5,0.463734016,0.383747178,0.407017544,-0.015384615,134
дь_65bb30ba,0.5,0.5,0.463734016,0.902934537,1.083508772,1.338461538,43
дь_65bb30bb,-0.5,-0.5,0.463734016,1.056433409,1.007719298,0.838461538,36
дь_65bb31aa,2,2,0.604315967,0.230248307,0.280701754,-0.130769231,15
дь_65bb31ab,-0.5,-0.5,1.094269539,-0.343115124,-0.328421053,-0.323076923,4
дь_65bb31bb,1,1,0.964699871,-0.225733634,-0.130526316,-0.146153846,0
дь_65bb32aa,4.5,4.5,0.964699871,-0.013544018,0.021052632,0.084615385,0
дь_65bb32ab,-0.5,-0.5,0.67498321,1.959367946,1.695438596,2.838461538,0
дь_65bb32ba,-0.5,-0.5,0.67498321,1.593679458,1.949473684,3.069230769,0
дь_65bb32bb,0.5,0.5,0.67498321,0.568848758,1.160701754,1.6,0
дь_65bb33aa,0,0,0.372941916,0.79006772,1.250526316,1.9,0
дь_65bb33ab,0.5,0.5,0.297137231,-0.343115124,-0.341052632,-0.323076923,1
дь_65bb33ba,0,0,0.297137231,2.433408578,1.609824561,1.607692308,0
дь_65bb33bb,-0.5,-0.5,0.297137231,0.668171558,0.950175439,1.5,0
дь_65bb34aa,0.5,0.5,-0.742337425,0.139954853,0.739649123,1.892307692,0
дь_65bb34ab,0,0,-0.742337425,0.108352144,0.482807018,1.192307692,1
дь_65bb34ba,0,0,-0.742337425,-0.297968397,-0.321403509,-0.323076923,7
дь_65bb35aa,0,0,0.628608659,-0.288939052,-0.268070175,-0.238461538,2
дь_65bb35ab,-0.5,-0.5,0.628608659,-0.343115124,-0.341052632,-0.323076923,1
дь_65bb35ba,-0.5,-0.5,0.628608659,-0.243792325,-0.249824561,-0.107692308,4
дь_65bb35bb,-0.5,-0.5,0.679048256,-0.297968397,-0.324210526,-0.323076923,7
дь_66aa26aa,-0.5,-0.5,0.362557607,0.103837472,0.204912281,0.330769231,5
дь_66aa26ab,-0.5,-0.5,-0.031490667,1.237020316,1.44,2.461538462,22
дь_66aa26ba,1.5,1.5,-0.975510092,0.428893905,0.569824561,1.084615385,14
дь_66aa26bb,-0.5,-0.5,0.094400675,0.717832957,1.052631579,1.923076923,12
дь_66aa27aa,-0.5,-0.5,0.094400675,0.153498871,0.007017544,-0.084615385,20
дь_66aa27ab,0.5,0.5,0.094400675,0.853273138,0.74245614,0.338461538,28
дь_66aa27ba,-0.5,-0.5,0.375005901,0.898419865,1.437192982,1.630769231,14
дь_66aa27bb,0,0,0.41078427,0.826185102,1.148070175,1.461538462,17
дь_66aa28aa,0,0,0.41078427,0.681715576,0.42245614,0.484615385,23
дь_66aa28ab,-0.5,-0.5,0.41078427,-0.225733634,-0.244210526,-0.276923077,5
дь_66aa28bb,-0.5,-0.5,0.544647172,0.451467269,-0.154385965,-0.323076923,2
дь_66aa29aa,0.5,0.5,0.168898536,1.227990971,1.306666667,1.9,21
дь_66aa29ab,-0.5,-0.5,0.168898536,1.349887133,1.345964912,1.561538462,30
дь_66aa29ba,0,0,0.168898536,1.611738149,1.849824561,1.5,19
дь_66aa29bb,0,0,0.142367241,1.756207675,1.055438596,0.423076923,16
дь_66aa30aa,2,2,0.371563556,1.435665914,0.887017544,0.384615385,9
дь_66aa30ab,0,0,0.433728573,0.83972912,1.236491228,2.446153846,12
дь_66aa30ba,0,0,0.433728573,1.232505643,1.347368421,2.092307692,21
дь_66aa30bb,1,1,0.831168478,1.038374718,0.974035088,1.838461538,9
дь_66aa31aa,-0.5,-0.5,0.542324291,0.889390519,1.077894737,1.523076923,12
дь_66aa31ab,-0.5,-0.5,0.542324291,-0.144469526,0.192280702,-0.261538462,10
дь_66aa31ba,0,0,0.964699871,-0.343115124,-0.341052632,-0.323076923,1
дь_66aa32aa,-0.5,-0.5,0.964699871,0.162528217,0.151578947,0.546153846,0
дь_66aa32ab,0.5,0.5,0.67498321,2.460496614,1.678596491,2.6,0
дь_66aa32ba,0,0,0.67498321,1.051918736,1.198596491,1.769230769,0
дь_66aa32bb,1,1,0.67498321,-0.221218962,-0.197894737,-0.069230769,0
дь_66aa33aa,2,2,0.372941916,0.514672686,1.135438596,2.392307692,0
дь_66aa33ab,1,1,0.98394938,-0.167042889,-0.089824561,0.115384615,0
дь_66aa33ba,0.5,0.5,-0.71539279,1.981941309,1.472280702,1.830769231,0
дь_66aa33bb,0,0,-0.740238788,0.848758465,1.237894737,2.2,0
дь_66aa34aa,8,8,-0.742337425,0.058690745,0.543157895,1.530769231,0
дь_66aa34ab,0.5,0.5,-0.742337425,0.221218962,0.804210526,2.176923077,0
дь_66aa35ab,-0.5,-0.5,0.179818427,-0.343115124,-0.341052632,-0.323076923,0
дь_66aa35ba,0,0,0.865418402,-0.25282167,-0.289122807,-0.323076923,6
дь_66ab26ab,-0.5,-0.5,-0.031490667,0.478555305,0.8,1.161538462,9
дь_66ab26ba,-0.5,-0.5,0.837680331,1.128668172,0.912280702,1.084615385,10
дь_66ab26bb,0.5,0.5,0.094400675,0.726862302,0.554385965,0.976923077,25
дь_66ab27ab,-0.5,-0.5,0.083421608,-0.153498871,-0.22877193,-0.230769231,5
дь_66ab27ba,-0.5,-0.5,0.083421608,-0.293453725,-0.324210526,-0.323076923,2
дь_66ab27bb,-0.5,-0.5,0.41078427,0.108352144,-0.119298246,-0.153846154,9
дь_66ab28aa,-0.5,-0.5,0.41078427,-0.261851016,-0.287719298,-0.238461538,3
дь_66ab29aa,1,1,0.544647172,1.074492099,1.087719298,1.676923077,17
дь_66ab29ab,0,0,0.544647172,0.884875847,1.093333333,2.130769231,32
дь_66ab29ba,0,0,0.142367241,1.124153499,1.162105263,1.292307692,20
дь_66ab29bb,-0.5,-0.5,0.142367241,0.428893905,0.690526316,0.953846154,23
дь_66ab30aa,0,0,0.245296356,0.53724605,0.82245614,1.523076923,15
дь_66ab30ab,0.5,0.5,0.208638865,0.939051919,1.312280702,2.746153846,18
дь_66ab30ba,0.5,0.5,0.831168478,0.699774266,1.041403509,2.507692308,19
дь_66ab30bb,0.5,0.5,0.831168478,0.898419865,0.849122807,1.4,19
дь_66ab31aa,-0.5,-0.5,0.285178942,0.212189616,0.186666667,0.661538462,15
дь_66ab31bb,-0.5,-0.5,1.14962221,-0.30248307,-0.175438596,-0.276923077,14
дь_66ab32aa,0,0,0.916690652,-0.343115124,-0.341052632,-0.323076923,3
дь_66ab32ab,-0.5,-0.5,0.774727168,-0.221218962,-0.174035088,0.015384615,0
дь_66ab32ba,-0.5,-0.5,0.372941916,0.135440181,0.398596491,0.953846154,0
дь_66ab32bb,-0.5,-0.5,0.372941916,0.753950339,0.975438596,1.376923077,4
дь_66ab33aa,-0.5,-0.5,0.372941916,0.902934537,1.058245614,2.007692308,15
дь_66ab33ab,-0.5,-0.5,0.98394938,0.613995485,0.530526316,0.8,33
дь_66ab33ba,-0.5,-0.5,-0.359536176,1.106094808,1.167719298,1.938461538,15
дь_66ab33bb,-0.5,-0.5,-0.740238788,0.663656885,0.631578947,0.823076923,11
дь_66ab34aa,-0.5,-0.5,-0.740238788,1.548532731,1.202807018,1.576923077,37
дь_66ab34ab,0.5,0.5,-0.740238788,1.539503386,1.121403509,1.384615385,17
дь_66ab34bb,-0.5,-0.5,-0.432322562,-0.343115124,-0.332631579,-0.323076923,6
дь_66ab35ab,-0.5,-0.5,0.266203041,-0.343115124,-0.341052632,-0.323076923,0
дь_66ab37bb,0,0,0.321358599,0.510158014,0.216140351,0.230769231,8
дь_66ab38ab,-0.5,-0.5,0.497132297,-0.343115124,-0.341052632,-0.323076923,0
дь_66ab39ab,-0.5,-0.5,0.776568789,-0.343115124,-0.341052632,-0.323076923,6
дь_66ba26ba,-0.5,-0.5,0.803793701,0.045146727,-0.147368421,-0.123076923,20
дь_66ba26bb,0.5,0.5,0.094400675,0.428893905,0.256842105,0.330769231,13
дь_66ba27aa,-0.5,-0.5,0.083421608,0.60496614,0.218947368,0.069230769,13
дь_66ba27ba,-0.5,-0.5,0.083421608,0.85778781,-0.081403509,-0.323076923,1
дь_66ba27bb,-0.5,-0.5,0.83984156,-0.343115124,-0.341052632,-0.323076923,1
дь_66ba28ba,-0.5,-0.5,0.675492245,-0.316027088,-0.315789474,-0.323076923,4
дь_66ba28bb,2.5,2.5,0.225540676,0.465011287,0.579649123,0.523076923,109
дь_66ba29aa,-0.5,-0.5,0.225540676,0.261851016,0.456140351,0.907692308,18
дь_66ba29ab,-0.5,-0.5,0.225540676,0.528216704,0.756491228,1.161538462,9
дь_66ba29ba,-0.5,-0.5,-0.104250021,0.803611738,0.986666667,1.215384615,19
дь_66ba29bb,1.5,1.5,-0.104250021,0.55530474,1.103157895,2.2,17
дь_66ba30aa,0.5,0.5,-0.149660775,0.25282167,0.715789474,1.369230769,17
дь_66ba30ab,1,1,-0.0629398,0.740406321,1.272982456,3.084615385,11
дь_66ba30ba,-0.5,-0.5,0.668854488,0.446952596,0.579649123,1.384615385,11
дь_66ba31ab,-0.5,-0.5,-0.588787165,0.401805869,0.328421053,0.561538462,5
дь_66ba31ba,-0.5,-0.5,-0.588787165,0.577878104,0.683508772,0.030769231,17
дь_66ba31bb,0,0,0.898941094,-0.306997743,-0.280701754,-0.323076923,18
дь_66ba32aa,0,0,0.815807193,-0.203160271,-0.131929825,-0.323076923,18
дь_66ba32ab,-0.5,-0.5,0.774727168,1.476297968,2.044912281,1.876923077,13
дь_66ba32ba,0,0,0.774727168,-0.189616253,-0.162807018,-0.192307692,3
дь_66ba32bb,0,0,0.774727168,1.060948081,0.550175439,0.384615385,16
дь_66ba33aa,0,0,0.892817376,0.379232506,0.496842105,0.907692308,13
дь_66ba33ab,-0.5,-0.5,0.98394938,0.514672686,0.272280702,0.261538462,13
дь_66ba33ba,0.5,0.5,-0.105360516,0.618510158,0.710175439,1.207692308,13
дь_66ba33bb,0.5,0.5,-0.080126044,1.011286682,0.923508772,1.353846154,10
дь_66ba34aa,1,1,-0.080126044,0.735891648,0.359298246,0.461538462,21
дь_66ba34ab,-0.5,-0.5,-0.432322562,1.340857788,0.647017544,0.661538462,37
дь_66ba34bb,-0.5,-0.5,-0.432322562,-0.343115124,-0.341052632,-0.323076923,2
дь_66ba35aa,-0.5,-0.5,-0.278392026,1.20993228,1.072280702,2.115384615,13
дь_66ba35ab,-0.5,-0.5,0.341459778,0.180586907,0.204912281,0.630769231,20
дь_66ba37ba,-0.5,-0.5,0.120446153,-0.0496614,-0.130526316,-0.030769231,1
дь_66ba37bb,0,0,0.120446153,0.53724605,0.356491228,0.215384615,37
дь_66ba38aa,-0.5,-0.5,0.120446153,-0.343115124,-0.341052632,-0.323076923,0
дь_66ba39ab,-0.5,-0.5,1.380024748,-0.257336343,-0.276491228,-0.323076923,8
дь_66bb26ba,-0.5,-0.5,0.803793701,-0.316027088,-0.30877193,-0.323076923,3
дь_66bb26bb,0.5,0.5,-0.310609577,0.243792325,0.101052632,0.153846154,37
дь_66bb27aa,0.5,0.5,0.083421608,0.25282167,0.144561404,0.076923077,9
дь_66bb27ab,0,0,0.083421608,0.270880361,-0.087017544,-0.161538462,12
дь_66bb28ba,0,0,0.590006422,-0.18510158,-0.203508772,-0.215384615,19
дь_66bb28bb,1.5,1.5,0.225540676,0.284424379,0.350877193,0.215384615,89
дь_66bb29aa,1,1,0.225540676,0.248306998,0.265263158,0.215384615,66
дь_66bb29ab,-0.5,-0.5,0.225540676,-0.343115124,-0.325614035,-0.323076923,2
дь_66bb29ba,0.5,0.5,-0.755022584,0.53724605,0.72,0.6,112
дь_66bb29bb,-0.5,-0.5,-0.755022584,0.171557562,1.072280702,2.638461538,25
дь_66bb30aa,1,1,-1.452434164,0.898419865,1.381052632,2.492307692,16
дь_66bb30ab,-0.5,-0.5,0.079734968,0.437923251,0.701754386,1.6,20
дь_66bb31aa,-0.5,-0.5,0.255417112,0.329571106,0.341052632,0.6,19
дь_66bb31ab,-0.5,-0.5,0.255417112,1.376975169,1.230877193,1.646153846,11
дь_66bb31ba,1.5,1.5,0.255417112,0.943566591,1.28,1.984615385,13
дь_66bb31bb,0,0,1.024606875,0.180586907,0.489824561,0.676923077,21
дь_66bb32aa,0,0,0.815807193,0.866817156,1.139649123,1.476923077,25
дь_66bb32ab,0,0,0.82373675,0.884875847,0.965614035,1.369230769,27
дь_66bb32ba,1,1,0.82373675,0.776523702,0.544561404,0.523076923,13
дь_66bb32bb,-0.5,-0.5,0.82373675,0.383747178,0.390175439,0.361538462,17
дь_66bb33aa,1,1,0.586118608,0.194130926,0.303157895,0.669230769,8
дь_66bb33ab,0.5,0.5,0.246860078,0.121896163,0.084210526,0.423076923,23
дь_66bb33ba,-0.5,-0.5,0.246860078,0.55530474,0.421052632,0.615384615,24
дь_66bb33bb,1,1,0.788002712,0.451467269,0.510877193,0.792307692,13
дь_66bb34aa,-0.5,-0.5,0.788002712,0.428893905,0.339649123,0.615384615,17
дь_66bb34ab,1.5,1.5,0.788002712,0.37020316,0.168421053,0.515384615,18
дь_66bb34ba,0,0,-0.432322562,0.094808126,-0.089824561,-0.092307692,17
дь_66bb34bb,0.5,0.5,-0.432322562,-0.018058691,0.193684211,-0.215384615,10
дь_66bb35aa,1,1,0.408128226,1.146726862,1.018947368,1.615384615,66
дь_66bb35ab,2.5,2.5,0.408128226,0.347629797,0.545964912,0.823076923,5
дь_66bb35ba,1,1,0.408128226,-0.216704289,-0.063157895,0.038461538,0
дь_66bb35bb,-0.5,-0.5,1.997417706,-0.343115124,-0.341052632,-0.323076923,0
дь_66bb36ba,-0.5,-0.5,0.737164066,-0.0496614,0.088421053,0.469230769,0
дь_66bb36bb,0,0,0.350656872,1.09255079,0.430877193,0.084615385,34
дь_66bb37aa,1,1,-0.271808723,1.060948081,0.596491228,0.253846154,77
дь_66bb37ab,0,0,-0.271808723,-0.045146727,-0.082807018,-0.115384615,25
дь_66bb37ba,0,0,2.148734368,0.582392777,0.214736842,0.015384615,35
дь_66bb37bb,1,1,2.148734368,2.212189616,1.463859649,0.869230769,128
дь_66bb38aa,0.5,0.5,2.044332365,2.392776524,1.288421053,0.407692308,194
дь_66bb38ab,0.5,0.5,-0.371063681,1.151241535,0.494035088,0.115384615,184
дь_66bb38ba,0.5,0.5,-0.371063681,0.338600451,0.044912281,-0.230769231,67
дь_66bb38bb,-0.5,-0.5,1.380024748,-0.343115124,-0.341052632,-0.323076923,3
дь_66bb39ab,0,0,-1.575036486,-0.23476298,-0.268070175,-0.323076923,10
дь_66bb39ba,-0.5,-0.5,1.593308531,-0.343115124,-0.341052632,-0.323076923,1
дь_66bb39bb,-0.5,-0.5,-0.100925919,-0.343115124,-0.321403509,-0.323076923,5
дь_66bb40aa,-0.5,-0.5,-0.100925919,-0.343115124,-0.329824561,-0.323076923,4
дь_66bb40ab,-0.5,-0.5,-0.100925919,-0.343115124,-0.341052632,-0.323076923,2
дь_66bb40ba,-0.5,-0.5,-0.049190244,-0.343115124,-0.341052632,-0.323076923,0
дь_66bb40bb,0,0,0.687129108,-0.343115124,-0.341052632,-0.323076923,4
дь_67aa26ba,-0.5,-0.5,0.998055034,-0.343115124,-0.341052632,-0.323076923,0
дь_67aa26bb,-0.5,-0.5,1.06746556,-0.316027088,-0.311578947,-0.323076923,8
дь_67aa27aa,-0.5,-0.5,-0.310609577,-0.25282167,-0.272280702,-0.276923077,8
дь_67aa27ab,-0.5,-0.5,0.044016885,-0.343115124,-0.341052632,-0.323076923,0
дь_67aa28bb,-0.5,-0.5,0.225540676,-0.343115124,-0.324210526,-0.323076923,2
дь_67aa29aa,0,0,0.225540676,-0.343115124,-0.318596491,-0.323076923,3
дь_67aa29ab,0,0,0.225540676,0.06772009,0.126315789,0.046153846,51
дь_67aa29ba,1,1,-1.452434164,0.636568849,0.672280702,0.353846154,118
дь_67aa29bb,0,0,-1.452434164,-0.167042889,-0.085614035,0.1,19
дь_67aa30aa,0,0,-1.452434164,0.25282167,0.729824561,1.538461538,19
дь_67aa30ab,0.5,0.5,0.079734968,1.322799097,1.57754386,2.492307692,40
дь_67aa30ba,-0.5,-0.5,0.402126207,0.130925508,0.33122807,0.969230769,3
дь_67aa30bb,-0.5,-0.5,-0.103140759,0,0.144561404,0.515384615,3
дь_67aa31aa,0.5,0.5,0.255417112,1.020316027,1.350175439,2.815384615,18
дь_67aa31ab,-0.5,-0.5,0.255417112,0.717832957,0.81122807,1.261538462,9
дь_67aa31ba,0.5,0.5,0.255417112,0.871331828,0.923508772,1.807692308,9
дь_67aa31bb,0.5,0.5,1.024606875,0.379232506,0.631578947,0.930769231,49
дь_67aa32aa,0,0,1.024606875,-0.139954853,-0.098245614,0.092307692,4
дь_67aa32ab,-0.5,-0.5,0.82373675,0.25282167,0.279298246,0.276923077,13
дь_67aa32ba,-0.5,-0.5,0.82373675,0.180586907,0.463157895,0.907692308,10
дь_67aa32bb,-0.5,-0.5,0.82373675,0.559819413,0.635789474,1.346153846,9
дь_67aa33aa,0,0,0.586118608,0.216704289,0.544561404,1.346153846,13
дь_67aa33ab,-0.5,-0.5,0.758934921,0.085778781,0.286315789,0.830769231,23
дь_67aa33ba,-0.5,-0.5,0.346422567,0.67268623,0.412631579,0.615384615,7
дь_67aa33bb,-0.5,-0.5,0.346422567,0.591422122,0.522105263,0.969230769,11
дь_67aa34aa,0,0,0.346422567,0.916478555,1.080701754,1.869230769,17
дь_67aa34ab,0,0,0.788002712,1.489841986,1.215438596,1.907692308,15
дь_67aa34ba,0,0,-1.171182982,0.058690745,0.072982456,0.015384615,14
дь_67aa34bb,1,1,-1.171182982,-0.171557562,-0.074385965,-0.323076923,12
дь_67aa35aa,-0.5,-0.5,0.408128226,1.291196388,0.915087719,1.023076923,11
дь_67aa35ab,-0.5,-0.5,0.408128226,0.55530474,0.70877193,1.107692308,37
дь_67aa35ba,0,0,0.408128226,-0.243792325,0.043508772,0,0
дь_67aa36ba,0,0,0.313349819,-0.30248307,-0.110877193,-0.323076923,0
дь_67aa36bb,1,1,0.313349819,0.541760722,0.225964912,-0.146153846,65
дь_67aa37aa,2.5,2.5,-0.271808723,1.0248307,0.394385965,-0.107692308,92
дь_67aa37ab,1.5,1.5,-0.271808723,0.726862302,0.575438596,0.384615385,109
дь_67aa37ba,2,2,-1.619488248,2.293453725,1.524210526,1.038461538,236
дь_67aa37bb,2.5,2.5,-0.805196684,1.408577878,0.850526316,0.4,113
дь_67aa38aa,1.5,1.5,-0.805196684,2.23476298,1.515789474,0.630769231,260
дь_67aa38ab,2,2,-0.371063681,2.550790068,1.274385965,0.315384615,472
дь_67aa38ba,1,1,-0.371063681,1.264108352,0.632982456,0.261538462,230
дь_67aa38bb,1,1,1.380024748,0.695259594,0.732631579,0.430769231,51
дь_67aa39aa,-0.5,-0.5,0.279145741,-0.343115124,-0.315789474,-0.323076923,1
дь_67aa39ab,0.5,0.5,-1.575036486,-0.126410835,-0.001403509,-0.130769231,19
дь_67aa39ba,0,0,-1.575036486,0.541760722,0.701754386,0.415384615,84
дь_67aa39bb,0.5,0.5,1.254475786,0.11738149,0.21754386,0.092307692,36
дь_67aa40aa,-0.5,-0.5,1.254475786,-0.045146727,-0.043508772,-0.092307692,18
дь_67aa40ab,2,2,1.254475786,0.478555305,0.818245614,0.953846154,53
дь_67aa40ba,1,1,0.515215972,0.451467269,0.698947368,0.946153846,22
дь_67aa40bb,1.5,1.5,0.515215972,0.239277652,0.209122807,0.369230769,6
дь_67aa41aa,1,1,0.491030996,-0.230248307,-0.235789474,-0.192307692,2
дь_67ab29ba,0,0,-0.231932057,0.112866817,0.24,0.115384615,61
дь_67ab30aa,-0.5,-0.5,0,0.094808126,0.015438596,0.192307692,11
дь_67ab30ab,-0.5,-0.5,0,0.690744921,1.267368421,2.515384615,24
дь_67ab30ba,0.5,0.5,0,0.979683973,1.256140351,2.307692308,21
