소재지도로명주소,카메라대수,위도,경도,데이터기준일자,소재지지번주소,,,,,,,,구미동,133,구미동,133
"경기도 성남시 분당구 판교역로 152, 상행  (백현동)",1,37.3801584,127.091844,2018.4.1,경기도 성남시 백현동 537번지 환승주차장삼거리-상행,,,,,,,,,,,
경기도 성남시 분당구 내보행자출입로,1,37.390654,127.082647,2018.4.1,경기도 성남시 분당구 운중동 1027-6번지 F4-1블럭 주택지역 내 보행자 출입로 입구,,,,,,,,,,,
"경기도 성남시 분당구 운중로166번길 19-13, 운중천운중천육교앞 E6동  (운중동)",1,37.3891917,127.0822771,2018.4.1,경기도 성남시 분당구 운중동 1035-7번지 E6-1블럭 보행자통로(운중천 운중천육교) 앞,,,,,,,,,,,
"경기도 성남시 분당구 판교원로82번길 60, 1412동  앞 두밀공원 내(운중동, 산운마을경남아너스빌14단지)",1,37.3835428,127.0719326,2018.4.1,경기도 성남시 분당구 운중동 915번지 산운마을 14단지(1412동) 앞 두밀공원 내,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로 274, (하대원동, 태연스카이빌)",1,37.4287935,127.1488398,2018.4.1,경기도 성남시 하대원동 143-1,,,,,,,,,,,
"경기도 성남시 중원구 원터로 25, 검단초등학교  주변(하대원동)",1,37.4293045,127.1437073,2018.4.1,경기도 성남시 하대원동 123번지 검단초등학교 주변,,,,,,,,,,,
"경기도 성남시 중원구 산성대로372번길 14, (금광동)",1,37.4447193,127.158582,2018.4.1,경기도 성남시 금광2동 11,,,,,,,,,,,
"경기도 성남시 중원구 은행로 6, 상원초등학교  주변(은행동)",1,37.4540241,127.1625936,2018.4.1,경기도 성남시 은행1동 421번지 상원초등학교 주변,,,,,,,,은행동,179,,
,1,37.4449422,127.1791343,2018.4.1,경기도 성남시 상대원1동 124-9,,,,,,,,,,,
"경기도 성남시 중원구 순환로214번길 16, 상대원초등학교  주변(상대원동)",1,37.442221,127.180953,2018.4.1,경기도 성남시 상대원1동 54번지 상대원초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 동판교로 59, 율곡초등학교  (백현동)",1,37.3801157,127.0994353,2018.4.1,경기도 성남시 백현동 551번지 백현사거리 율곡초교,,,,,,,,,,,
"경기도 성남시 수정구 남문로 112, 금빛초등학교  (태평동)",3,37.4472692,127.1400052,2018.4.1,경기도 성남시 수정구 태평4동 7289번지 금빛초등학교,,,,,,,,,,,
"경기도 성남시 수정구 남문로 112, (태평동)",3,37.4472692,127.1400052,2018.4.1,경기도 성남시 수정구 태평4동 7289번지(금빛초정문앞사거리),,,,,,,,,,,
"경기도 성남시 수정구 남문로145번길 7-1, (태평동)",1,37.4491419,127.1421263,2018.4.1,경기도 성남시 수정구 태평4동 2084번지,,,,,,,,,,,
"경기도 성남시 수정구 남문로 112, 금빛초등학교  (태평동)",4,37.4472692,127.1400052,2018.4.1,경기도 성남시 수정구 태평4동 7289번지(금빛초등학교),,,,,,,,,,,
"경기도 성남시 수정구 공원로409번길 10-10, 맞은편  (태평동)",3,37.447221,127.143231,2018.4.1,경기도 성남시 수정구 태평4동 7302-12번지 맞은편,,,,,,,,,,,
"경기도 성남시 수정구 수정남로 54-1, 사팔구공인중개사부근  (수진동)",5,37.4406114,127.1338551,2018.4.1,경기도 성남시 수정구 수진1동 311번지 사팔구공인중개사부근,,,,,,,,수진동,212,,
"경기도 성남시 중원구 성남대로1148번길 31, (성남동)",2,37.4331168,127.1326056,2018.4.1,경기도 성남시 중원구 성남동 3273번지,,,,,,,,,,,
"경기도 성남시 중원구 원터로93번길 25-12, C동  (성남동, 금호빌라)",3,37.433597,127.1412087,2018.4.1,경기도 성남시 중원구 성남동 3014번지,,,,,,,,,,,
,1,37.4003236,127.0975341,2018.4.1,경기도 성남시 분당구 판교동 523-9번지 E12-1블럭 내 자동크린넷 앞 (판교로 방면),,,,,,,,,,,
경기도 성남시 분당구 운중로45번길 8,4,37.3932106,127.0762227,2018.4.1,경기도 성남시 분당구 운중동 892-11번지 운중초등학교 정문 뒤,,,,,,,,,,,
경기도 성남시 분당구 도로,1,37.388566,127.0696909,2018.4.1,경기도 성남시 분당구 운중동 903-2번지 E2-2블럭 보행자출입구 도로 건너편,,,,,,,,,,,
경기도 성남시 분당구 보행자출입로,1,37.3923805,127.0703295,2018.4.1,경기도 성남시 분당구 운중동 956-1번지 체육1공원 내 (산운마을 8단지 보행자출입로 앞),,,,,,,,,,,
"경기도 성남시 분당구 산운로 97, 뒷편 아래(운중동, 산운마을한성필하우스5단지)",1,37.3938401,127.0721054,2018.4.1,경기도 성남시 분당구 운중동 989번지 산운마을 5단지 뒷편 (외곽순환도로 아래),,,,,,,,,,,
"경기도 성남시 분당구 판교원로 68, 건너편 보행자육교 입구(운중동, 산운마을주공휴먼시아11단지)",1,37.3897408,127.0716351,2018.4.1,경기도 성남시 분당구 운중동 921-2번지 산운마을 11단지 도로 건너편 보행자육교 입구,,,,,,,,,,,
,1,37.3920087,127.0839204,2018.4.1,경기도 성남시 분당구 운중동 1009번지 E5-1블럭 주택지역 내,,,,,,,,,,,
경기도 성남시 분당구 성남대로779번길 15,1,37.3988602,127.1266383,2018.4.1,경기도 성남시 이매2동 106-4 이매119 건너편,,,,,,,,,,,
"경기도 성남시 분당구 탄천로 97, 매송초등학교  주변(이매동)",1,37.4018892,127.1228619,2018.4.1,경기도 성남시 이매2동 136번지 매송초등학교 주변,,,,,,,,,,,
"경기도 성남시 중원구 성남대로997번길 51-14, (여수동)",1,37.4170227,127.1257281,2018.4.1,경기도 성남시 여수동 309,,,,,,,,,,,
"경기도 성남시 분당구 장안로51번길 10, 장안초등학교  동 주변(분당동)",1,37.372451,127.144321,2018.4.1,경기도 성남시 분당동 91번지 장안초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 황새울로200번길 9-7, 판테온부근  (수내동)",1,37.3777825,127.1117674,2018.4.1,경기도 성남시 수내1동 21-3 판테온부근,,,,,,,,,,,
"경기도 성남시 분당구 산운로 121, 뒷편 청계공원 내(운중동, 산운마을주공휴먼시아6단지)",1,37.3964263,127.0787416,2018.4.1,경기도 성남시 분당구 운중동 990번지 산운마을 6단지 뒷편 청계공원 내,,,,,,,,,,,
경기도 성남시 분당구 내소도로,1,37.3884543,127.0844104,2018.4.1,경기도 성남시 분당구 운중동 1047-7번지 E6-2블럭 주택지역 내 소도로 및 보행자출입구(쓰레기 투입구),,,,,,,,,,,
"경기도 성남시 분당구 판교로 441, 남서울프라자  국민은행앞(야탑동)",1,37.4057237,127.1227655,2018.4.1,경기도 성남시 야탑2동 533-5 남서울프라자 국민은행앞,,,,,,,,,,,
"경기도 성남시 분당구 양현로 262, 하탑초등학교  주변(야탑동)",1,37.4073625,127.1261818,2018.4.1,경기도 성남시 야탑2동 531번지 하탑초등학교 주변,,,,,,,,,,,
"경기도 성남시 분당구 돌마로 79, 썬프라자 2호 미금역번출구(금곡동)",1,37.350078,127.108952,2018.4.1,경기도 성남시 금곡동 153 미금역2번출구 썬프라자,,,,,,,,,,,
경기도 성남시 분당구 쇳골입구삼거리,1,37.362877,127.1022367,2018.4.1,경기도 성남시 금곡동 90-4번지 국지도23호쇳골입구삼거리,,,,,,,,,,,
"경기도 성남시 수정구 수정남로30번길 15, (수진동)",3,37.4386353,127.1319109,2018.4.1,경기도 성남시 수정구 수진2동 3483번지,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로83번길 4, (성남동)",3,37.4305576,127.1284086,2018.4.1,경기도 성남시 중원구 성남동 4177번지,,,,,,,,,,,
경기도 성남시 중원구 중원도서관앞삼거리,4,37.4297442,127.1402736,2018.4.1,경기도 성남시 중원구 성남동 1486번지 중원도서관 앞 삼거리,,,,,,,,,,,
"경기도 성남시 중원구 둔촌대로69번길 10-15, 모란시장  기름집(성남동)",3,37.4309072,127.1276909,2018.4.1,경기도 성남시 중원구 성남동 4226번지 모란시장 기름집,,,,,,,,,,,
"경기도 성남시 중원구 제일로43번길 18-9, (성남동)",3,37.430251,127.134681,2018.4.1,경기도 성남시 중원구 성남동 3912번지,,,,,,,,,,,
"경기도 성남시 중원구 광명로 111, (성남동)",4,37.436201,127.141121,2018.4.1,경기도 성남시 중원구 성남동 2179번지,,,,,,,,,,,
"경기도 성남시 중원구 성남대로1148번길 18, (성남동)",5,37.432631,127.131061,2018.4.1,경기도 성남시 중원구 성남동 3428번지,,,,,,,,,,,
"경기도 성남시 중원구 광명로242번길 20, 공영주차장옥상축복어린이놀이터 4호 제(중앙동)",1,37.4406507,127.1545149,2018.4.1,경기도 성남시 중원구 중앙동 2169번지 제4공영주차장 옥상 축복어린이놀이터,,,,,,,,,,,
"경기도 성남시 중원구 광명로256번길 3-5, (중앙동)",1,37.442686,127.1554462,2018.4.1,경기도 성남시 중원구 중앙동 2041번지 골목길,,,,,,,,,,,
"경기도 성남시 중원구 금상로57번길 7-3, 마흔쟁이어린이놀이터  (상대원동)",5,37.4405776,127.1619537,2018.4.1,경기도 성남시 중원구 상대원2동 2992-4번지 마흔쟁이어린이놀이터,,,,,,,,,,,
"경기도 성남시 중원구 희망로392번길 9, 호프집앞  (상대원동)",3,37.4401219,127.160618,2018.4.1,경기도 성남시 중원구 상대원2동 2991-13번지(호프집 앞),,,,,,,,,,,
"경기도 성남시 중원구 희망로327번길 26, 1동  (상대원동)",3,37.4351509,127.1552085,2018.4.1,경기도 성남시 중원구 상대원2동 4954번지,,,,,,,,,,,
,3,37.440131,127.159131,2018.4.1,경기도 성남시 중원구 상대원2동 3001-3번지,,,,,,,,,,,
"경기도 성남시 중원구 금상로58번길 22, 대일초등학교  부근(상대원동)",2,37.4386682,127.1639486,2018.4.1,경기도 성남시 중원구 상대원3동 2511 대일초등학교 부근,,,,,,,,,,,
경기도 성남시 분당구 내소도로,1,37.3996022,127.0970261,2018.4.1,경기도 성남시 분당구 판교동 519-8번지 E12-1블럭 내 소도로 (낙원중학교 앞),,,,,,,,,,,
,2,37.386901,127.115741,2018.4.1,경기도 성남시 분당구 백현동 606번지 물방울어린이공원 내부(변경전 : 백현동 646번지),,,,,,,,,,,
"경기도 성남시 분당구 동판교로52번길 14-7, 입구변경전 634동 4호 : 백현동 번지(백현동)",1,37.3867145,127.1135952,2018.4.1,경기도 성남시 분당구 백현동 595번지 보행자도로 입구(변경전 : 백현동 634-4번지),,,,,,,,,,,
"경기도 성남시 분당구 동판교로52번길 21-3, 입구변경전 628동 12호 : 백현동 번지(백현동)",1,37.3860959,127.1140693,2018.4.1,경기도 성남시 분당구 백현동 590-3번지 보행자도로 입구(변경전 : 백현동 628-12번지),,,,,,,,,,,
"경기도 성남시 분당구 판교역로 100, 상가 앞(백현동, 백현마을6단지주공아파트)",1,37.3905941,127.1111992,2018.4.1,경기도 성남시 분당구 백현동 554-3번지 백현마을 6단지 상가 앞,,,,,,,,,,,
"경기도 성남시 분당구 판교역로 49, 뒷편 낙생대공원 체육공원 내부(백현동, 백현마을9단지E편한세상아파트)",1,37.3868947,127.1061234,2018.4.1,경기도 성남시 분당구 백현동 523번지 백현마을 9단지 뒷편(낙생대공원) 체육공원 내부,,,,,,,,,,,
"경기도 성남시 분당구 발이봉로 17, (수내동)",1,37.3647201,127.1281961,2018.4.1,경기도 성남시 분당구 수내3동 110번지 녹색경로당앞 사거리,,,,,,,,,,,
"경기도 성남시 분당구 발이봉남로 39, (수내동)",4,37.3629716,127.1285791,2018.4.1,경기도 성남시 분당구 수내3동 109-1번지,,,,,,,,,,,
"경기도 성남시 분당구 백현로243번길 12, 수내초등학교  아름다운유치원 주변(수내동)",3,37.367583,127.1243415,2018.4.1,경기도 성남시 분당구 수내3동 81번지 수내초등학교(아름다운유치원) 주변,,,,,,,,,,,
"경기도 성남시 분당구 발이봉북로 47, 맞은편공원쪽  (수내동)",3,37.364091,127.131143,2018.4.1,경기도 성남시 분당구 수내3동 116-9번지 맞은편 공원쪽,,,,,,,,,,,
"경기도 성남시 수정구 수정북로 46-1, (태평동)",2,37.4425387,127.1347297,2018.4.1,경기도 성남시 수정구 태평3동 3642번지,,,,,,,,,,,
"경기도 성남시 수정구 태평로48번길 11, 이화유치원주변  (태평동)",5,37.4482051,127.132408,2018.4.1,경기도 성남시 수정구 태평3동 4825번지 이화유치원 주변,,,,,,,,,,,
"경기도 성남시 수정구 탄리로95번길 7-17, 은서유치원주변  (태평동)",4,37.4436366,127.1349393,2018.4.1,경기도 성남시 수정구 태평3동 3558번지 은서유치원 주변,,,,,,,,,,,
"경기도 성남시 수정구 남문로57번길 3, 2동  (태평동, 대양빌딩)",3,37.4460644,127.1330181,2018.4.1,경기도 성남시 수정구 태평3동 3921번지,,,,,,,,,,,
"경기도 성남시 수정구 남문로 66, (태평동)",3,37.4459195,127.1341888,2018.4.1,경기도 성남시 수정구 태평3동 3798번지(태평오거리),,,,,,,,,,,
"경기도 성남시 수정구 수정로111번길 12, (태평동)",1,37.4421619,127.1323695,2018.4.1,경기도 성남시 수정구 태평3동 3693-28번지,,,,,,,,,,,
"경기도 성남시 수정구 탄리로95번길 16, 수진초등학교  (태평동)",5,37.4443519,127.1331439,2018.4.1,경기도 성남시 수정구 태평3동 3756번지(수진초등학교),,,,,,,,,,,
"경기도 성남시 수정구 수정로217번길 11, 해오름어린이집  (태평동)",1,37.4455444,127.1428932,2018.4.1,경기도 성남시 수정구 태평3동 7329-2번지(해오름어린이집),,,,,,,,,,,
"경기도 성남시 수정구 제일로238번길 24, 맞은편아파트  화단(태평동)",3,37.448081,127.131361,2018.4.1,경기도 성남시 수정구 태평3동 4662번지 맞은편 아파트화단,,,,,,,,,,,
"경기도 성남시 수정구 수정북로 40-1, (태평동)",4,37.442371,127.133991,2018.4.1,경기도 성남시 수정구 태평3동 3638번지,,,,,,,,,,,
"경기도 성남시 수정구 남문로63번길 15-2, (태평동)",5,37.447241,127.133151,2018.4.1,경기도 성남시 수정구 태평3동 4846번지,,,,,,,,,,,
"경기도 성남시 수정구 수정로 88, (수진동)",1,37.4401606,127.1301646,2018.4.1,경기도 성남시 수진2동 2962,,,,,,,,,,,
"경기도 성남시 수정구 성남대로 1227, (수진동)",1,37.4393168,127.1274295,2018.4.1,경기도 성남시 수진2동 4538,,,,,,,,,,,
"경기도 성남시 수정구 제일로 159, (수진동)",1,37.4406042,127.1316816,2018.4.1,경기도 성남시 수진2동 2929,,,,,,,,,,,
"경기도 성남시 수정구 단대로 30, 단대초등학교  정문(단대동)",1,37.453163,127.157483,2018.4.1,경기도 성남시 단대동 80번지 단대초등학교 정문,,,,,,,,단대동,79,,
"경기도 성남시 수정구 모란로 33, (수진동, 흥일빌라)",4,37.4361642,127.1271654,2018.4.1,경기도 성남시 수정구 수진2동 4780-2번지,,,,,,,,,,,
"경기도 성남시 수정구 제일로123번길 9, 수정초등학교  (수진동)",1,37.4366078,127.1319659,2018.4.1,경기도 성남시 수정구 수진2동 4347번지(수정초등학교),,,,,,,,,,,
경기도 성남시 수정구 탄천진입통로,2,37.440021,127.120791,2018.4.1,경기도 성남시 수정구 수진2동 4690-29번지 (탄천진입통로),,,,,,,,,,,
"경기도 성남시 수정구 단대로 30, 단대초등학교  후문(단대동)",2,37.4530176,127.1592237,2018.4.1,경기도 성남시 수정구 단대동 75번지 단대초등학교 후문,,,,,,,,,,,
"경기도 성남시 중원구 시민로104번길 37, 제일초등학교  (중앙동)",1,37.4393802,127.1493631,2018.4.1,경기도 성남시 중원구 중앙동 2985번지 제일초등학교 담장길,,,,,,,,,,,
"경기도 성남시 수정구 남문로39번길 23, (태평동)",5,37.447091,127.130381,2018.4.1,경기도 성남시 수정구 태평3동 4452번지,,,,,,,,,,,
"경기도 성남시 수정구 수정북로21번길 16-1, (태평동, 중앙빌라)",4,37.443181,127.131421,2018.4.1,경기도 성남시 수정구 태평3동 3705-2번지,,,,,,,,,,,
"경기도 성남시 수정구 수정북로 113, 에녹스익스프레스부근  (태평동)",3,37.4450564,127.1414237,2018.4.1,경기도 성남시 수정구 태평4동 7332-2번지 에녹스익스프레스 부근,,,,,,,,,,,
"경기도 성남시 수정구 수정로 233, 성남초등학교  뒷편 담장 부근(태평동)",3,37.4458791,127.1442797,2018.4.1,경기도 성남시 수정구 태평4동 7326번지 성남초등학교 뒷편 담장 부근,,,,,,,,,,,
"경기도 성남시 수정구 남문로133번길 18, 대성공인중개사부근  (태평동)",3,37.4495567,127.1407648,2018.4.1,경기도 성남시 수정구 태평4동 1824번지 대성공인중개사 부근,,,,,,,,,,,
"경기도 성남시 수정구 시민로197번길 16, (태평동, 신한빌라)",3,37.4451063,127.1401811,2018.4.1,경기도 성남시 수정구 태평4동 7314-4번지 부근,,,,,,,,,,,
"경기도 성남시 수정구 달래내로369번길 9, (상적동)",3,37.426241,127.072191,2018.4.1,경기도 성남시 수정구 상적동 248-12번지,,,,,,,,상적동,22,,
,5,37.408964,127.0970626,2018.4.1,경기도 성남시 수정구 금토동 270-18번지 금토동 제1어린이놀이터,,,,,,,,금토동,21,,
,5,37.4112573,127.0864219,2018.4.1,경기도 성남시 수정구 금토동 224-1번지 금토동 제2어린이놀이터,,,,,,,,,,,
,4,37.4208823,127.1040262,2018.4.1,경기도 성남시 수정구 시흥동 83-6번지 시흥동 놀이터소공원,,,,,,,,시흥동,28,,
